,18,505,588,685,51071,51360,52164,84305,207017,211435,218687,219014,220559,230809,234634,256880,262923,264338,266515,284566,289226,303448,325477,327739,331859,337899,341645,349157,352916,353058
18,0,2,0,4,0,10,0,0,0,5,8,0,0,4,0,1,5,1,10,0,8,8,10,10,0,0,2,5,10,3
505,8,0,0,8,0,10,0,6,4,9,7,0,0,6,0,0,10,0,10,1,5,9,6,10,4,0,9,1,10,0
588,10,10,0,10,3,10,9,9,10,10,10,4,9,4,3,10,10,10,10,6,9,10,10,10,7,9,10,9,10,10
685,6,2,0,0,0,10,0,4,0,3,0,0,0,0,0,0,8,0,10,3,2,10,3,10,0,0,9,1,10,0
51071,9,10,7,10,0,10,10,10,10,9,10,0,0,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,5
51360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
52164,10,10,1,10,0,10,0,10,10,10,10,0,2,10,10,10,10,8,10,5,10,10,10,10,9,2,10,10,10,8
84305,10,4,1,6,0,10,0,0,4,2,1,0,0,5,0,10,10,1,10,2,10,10,10,10,4,1,10,1,10,1
207017,10,6,0,10,0,10,0,6,0,10,7,0,0,8,0,6,10,1,10,6,10,10,8,10,9,1,10,5,10,3
211435,5,1,0,7,1,10,0,8,0,0,1,0,0,1,0,1,10,2,9,0,10,10,1,10,7,1,6,0,10,3
218687,2,3,0,10,0,10,0,9,3,9,0,0,0,0,0,3,10,0,10,3,9,10,5,10,10,0,9,10,10,2
219014,10,10,5,10,10,10,10,10,10,10,10,0,10,10,7,10,10,10,10,8,10,10,10,10,10,10,10,9,10,10
220559,10,10,1,10,10,10,8,10,10,10,10,0,0,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,2
230809,6,4,6,10,0,10,0,5,2,9,10,0,0,0,0,10,10,0,10,7,9,10,10,10,10,0,10,9,10,0
234634,10,10,6,10,0,10,0,10,10,10,10,3,0,10,0,10,10,10,10,10,10,10,10,10,10,4,10,10,10,5
256880,9,10,0,10,0,10,0,0,4,9,7,0,1,0,0,0,10,6,10,1,10,10,10,10,9,0,7,0,10,6
262923,5,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,6,0,10,2,0,4,0,5,0
264338,9,10,0,10,0,10,2,9,9,8,10,0,0,10,0,4,10,0,9,7,10,9,10,10,9,10,10,10,10,6
266515,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,4,1,0,0,0,1,1
284566,10,9,4,7,0,10,4,7,4,10,7,2,0,3,0,9,10,3,10,0,10,9,9,10,6,5,10,6,9,2
289226,2,4,0,8,0,9,0,0,0,0,1,0,0,1,0,0,6,0,7,0,0,9,1,9,5,0,3,0,6,0
303448,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,1,10,1,1,0,0,8,0,0,0,0,2,0
325477,0,3,0,7,0,10,0,0,2,9,5,0,0,0,0,0,10,0,10,1,7,10,0,10,6,0,9,2,10,3
327739,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,6,0
331859,10,6,3,10,0,10,0,6,1,3,0,0,0,0,0,1,7,1,9,4,5,10,4,10,0,2,4,0,10,0
337899,10,10,1,10,0,10,8,9,9,9,10,0,0,10,6,10,10,0,10,4,10,9,10,10,8,0,10,10,10,1
341645,8,1,0,1,0,9,0,0,0,4,1,0,0,0,0,3,6,0,10,0,6,10,1,10,6,0,0,1,9,0
349157,5,9,1,9,0,10,0,9,5,10,0,1,0,1,0,10,10,0,10,4,10,10,8,10,10,0,9,0,10,0
352916,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,9,1,2,7,0,4,0,0,0,0,0,0
353058,7,10,0,10,5,9,2,9,7,7,8,0,8,10,5,4,10,4,8,8,9,10,7,10,10,8,10,10,10,0
