,3066,4297,4931,53565,217062,222548,234040,238288,244505,245661,261953,275125,285273,292482,298032,300838,301098,301436,302898,304172,306436,309999,319359,321234,338127,338384,340623,344574,354459,354467
3066,0,10,0,10,10,0,0,0,0,0,0,0,10,10,0,10,10,10,10,0,0,10,0,10,10,0,0,10,10,10
4297,0,0,0,0,10,0,0,0,10,0,0,0,10,10,0,0,10,10,10,0,0,10,0,10,10,0,0,10,10,0
4931,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
53565,0,10,0,0,10,0,0,0,9,0,0,0,10,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,0
217062,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,10,0,0
222548,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
234040,10,10,0,10,10,0,0,0,0,0,10,0,10,10,0,10,10,10,10,0,0,10,0,0,10,10,0,10,10,10
238288,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,1,10,10,10,10,10,10,10
244505,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,10,10,0,0,10,0,10,0,0,10,10,10,0
245661,10,10,0,10,10,0,10,0,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10
261953,10,10,0,10,10,0,0,0,0,0,0,0,10,10,6,7,10,10,10,0,0,0,0,10,10,1,0,10,10,0
275125,10,10,0,10,10,0,10,0,10,0,10,0,10,10,10,0,10,10,10,0,0,10,0,10,10,10,10,10,10,0
285273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
292482,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,9,0,0,0,0,0,0,0,0,0,10,5,0
298032,10,10,0,10,10,0,10,0,10,0,4,0,10,10,0,0,10,10,10,0,0,10,0,10,10,0,10,10,10,0
300838,0,10,0,10,10,0,0,0,10,0,3,10,10,9,10,0,10,10,10,0,0,10,10,10,10,10,0,10,10,10
301098,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0
301436,0,0,0,0,10,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
302898,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,10,9,0,0,10,9,0
304172,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10
306436,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
309999,0,0,0,10,0,0,0,0,0,0,10,0,10,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,0
319359,10,10,0,10,10,0,10,9,10,0,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10
321234,0,0,0,0,10,0,10,0,0,0,0,0,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0
338127,0,0,0,0,10,0,0,0,10,0,0,0,10,10,0,0,10,10,1,0,0,0,0,10,0,0,0,10,0,0
338384,10,10,0,10,10,0,0,0,10,0,0,0,10,10,10,0,10,10,10,0,0,10,0,10,10,0,10,10,10,0
340623,10,10,0,10,10,0,10,0,0,0,10,0,10,10,0,10,10,10,10,0,0,10,0,10,10,0,0,10,10,10
344574,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354459,0,0,0,0,10,0,0,0,0,0,0,0,10,5,0,0,0,10,0,0,0,0,0,10,10,0,0,10,0,0
354467,0,10,0,10,10,0,0,0,10,0,10,9,10,10,10,0,10,10,10,0,0,10,0,10,10,10,0,10,10,0
